ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation,gate_reason
Hosea 5:4,Hosea,5,4,high,17,1,1,0,0,,7,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, spirit","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, spirit; crossref_top_vote=7; reco=keep","They have not set their counsels toward returning to their God, because a spirit of whoredom is in them, and they did not know the Lord.","They have not framed their counsels to return to their God, for the spirit of fornication is in them, and they have not known the Lord.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Job 2:3,Job,2,3,high,17,1,1,0,0,,7,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, servant; crossref_top_vote=7; reco=keep","And the Lord said to the slanderer, Did you then give attention to my servant Job, because there is no man like him on the earth, innocent, true, blameless, god-fearing, turning away from every evil, and he still holds fast his innocence? Yet you spoke against his possessions to destroy them for nothing.","And the Lord said to the devil, Hast thou then observed my servant Job, that there is none of men upon the earth like him, a harmless, true, blameless, godly man, abstaining from all evil? and he yet cleaves to innocence, whereas thou hast told me to destroy his substance without cause?",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Job 35:2,Job,35,2,high,17,1,1,0,0,,3,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"judgment, lord, righteous","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=judgment, lord, righteous; crossref_top_vote=3; reco=keep","What is this you counted in judgment, you who said, I am righteous before the Lord?","What is this that thou thinkest to be according to right? who art thou that thou hast said, I am righteous before the Lord?",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Job 9:2,Job,9,2,high,17,1,1,0,0,,8,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, righteous, truth","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, righteous, truth; crossref_top_vote=8; reco=keep",In truth I know that it is so; for how will a mortal be righteous before the Lord?,I know of a truth that it is so: for how shall a mortal man be just before the Lord?,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Joel 1:13,Joel,1,13,high,17,1,1,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"altar, god, sacrifice","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=altar, god, sacrifice; crossref_top_vote=7; reco=keep","Gird yourselves and beat yourselves, priests; lament, those serving at altar. Enter, spend the night in sackcloth, those serving God, because sacrifice and drink offering have been kept back from the house of your God.","Gird yourselves with sackcloth, and lament, ye priests: mourn, ye that serve at the altar: go in, sleep in sackcloths, ye that minister to God: for the meat-offering and drink-offering are withheld from the house of your God.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Joel 2:26,Joel,2,26,high,17,1,1,0,0,,12,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, name; crossref_top_vote=12; reco=keep","And eating you will eat and be filled and praise the name of the Lord your God, who did wonders with you, and my people will never be put to shame forever.","And ye shall eat abundantly, and be satisfied, and shall praise the name of the Lord your God for the things which he has wrought wonderfully with you: and my people shall not be ashamed for ever.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Joel 3:5,Joel,3,5,high,17,1,1,4,3,"Acts 2:21, Romans 10:13, 1 Corinthians 1:2, 2 Timothy 2:22",4,0,0,0,0,0,0,0,0,,,12,12,0,0,literal_support,keep,0,,,,,,,keep,"lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, name; nt=Acts 2:21, Romans 10:13, 1 Corinthians 1:2, 2 Timothy 2:22; crossref_top_vote=4; nt_eng=support:12/soften:0/mixed:0; nt_eng_reco=keep; nt_eng_flags=literal_support; reco=keep","And it will be that everyone who calls on the name of the Lord will be saved, because on Mount Zion and in Jerusalem there will be survivors, as the Lord said, and those bearing good news whom the Lord has called.","And it shall come to pass that whosoever shall call on the name of the Lord shall be saved: for in mount Sion and in Jerusalem shall the saved one be as the Lord has said, and they that have glad tidings preached to them, whom the Lord has called.",score>=12; importance=high; decisions=1; footnotes=1; nt=4; nt_eng=12; nt_eng_reco=keep; reco=keep
Jonah 1:4,Jonah,1,4,high,17,1,1,0,0,,10,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"being, lord, wind","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=being, lord, wind; crossref_top_vote=10; reco=keep","The Lord stirred up a wind on sea, and a great surge happened on sea, and ship was in danger of being broken.","And the Lord raised up a wind on the sea; and there was a great storm on the sea, and the ship was in danger of being broken.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Jonah 2:10,Jonah,2,10,high,17,1,1,0,0,,10,2,0,0,0,0,0,0,0,,,0,0,0,0,,,1,soteria-sacrifice-formula,AutoComplete.db WordSense; Bible Word Study; Factbook; recent history,lexical_support,salvation-shaped rendering,high,keep,keep,"lord, sacrifice, salvation","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, sacrifice, salvation; crossref_top_vote=10; logos=1; logos_reco=keep; logos_flags=lexical_support; logos_support=salvation-shaped rendering; reco=keep","But I, with a voice of praise and confession, will sacrifice to you. Whatever I vowed I will repay to you. Salvation belongs to the Lord.","But I will sacrifice to thee with the voice of praise and thanksgiving: all that I have vowed I will pay to thee, the Lord of my salvation.",score>=12; importance=high; decisions=1; footnotes=1; logos=1; logos_reco=keep; reco=keep
Judges 13:6,Judges,13,6,high,17,1,1,0,0,,7,3,0,3,3,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"angel, god, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=angel, god, name; crossref_top_vote=7; eng=fresh:3/brenton:0/mt:0; eng_reco=keep; reco=keep","And the woman came and said to her husband, saying, A man of God came to me, and his appearance was like the appearance of an angel of God, very awe-inspiring, and I asked where he was from, and he did not tell me his name.","And the woman went in, and spoke to her husband, saying, A man of God came to me, and his appearance was as of an angel of God, very dreadful; and I did not ask him whence he was, and he did not tell me his name.",score>=12; importance=high; decisions=1; footnotes=1; eng=3; eng_reco=keep; reco=keep
Judges 2:1,Judges,2,1,high,17,1,1,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"angel, covenant, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=angel, covenant, lord; crossref_top_vote=7; reco=keep","And an angel of the Lord went up from Gilgal to the place of Weeping and to Bethel and to the house of Israel and said to them, The Lord brought you up out of Egypt and brought you into the land that he swore to your fathers to give you, and he said to you, I will never scatter my covenant with you forever.","And an angel of the Lord went up from Galgal to the place of weeping, and to Bæthel, and to the house of Israel, and said to them, Thus says the Lord, I brought you up out of Egypt, and I brought you into the land which I sware to your fathers; and I said, I will never break my covenant that I have made with you.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Judges 2:14,Judges,2,14,high,17,4,4,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,lord,decisions=4; footnotes=4; reviewed_decisions=4; importance=high; keywords=lord; crossref_top_vote=7; reco=keep,"And the Lord burned with anger against Israel and gave them into the hand of plunderers, and they plundered them, and he sold them into the hand of their enemies all around, and they were not able to stand before their enemies.","And the Lord was very angry with Israel; and he gave them into the hands of the spoilers, and they spoiled them; and he sold them into the hands of their enemies round about, and they could not any longer resist their enemies,",score>=12; importance=high; decisions=4; footnotes=4; reco=keep
Malachi 1:14,Malachi,1,14,high,17,1,1,0,0,,8,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, lord, name; crossref_top_vote=8; reco=keep","Cursed is one who was able, and there was a male in his flock, and his vow was upon him, yet he sacrifices to the Lord a spoiled thing. Because I am a great King, says the Lord Almighty, and my name is manifest among the nations.","And cursed is the man who had the power, and possessed a male in his flock, and whose vow is upon him, and who sacrifices a corrupt thing to the Lord: for I am a great King, saith the Lord Almighty, and my name is glorious among the nations.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Malachi 2:6,Malachi,2,6,high,17,1,1,0,0,,12,6,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"law, peace, truth","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=law, peace, truth; crossref_top_vote=12; reco=keep","The law of truth was in his mouth, and injustice was not found on his lips. In peace he walked straight with me and turned many from injustice.","The law of truth was in his mouth, and iniquity was not found in his lips: he walked before me directing his way in peace, and he turned many from unrighteousness.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Micah 3:8,Micah,3,8,high,17,1,1,0,0,,11,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"judgment, lord, spirit","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=judgment, lord, spirit; crossref_top_vote=11; reco=keep","But I am filled with strength by the Spirit of the Lord and with judgment and power, to declare to Jacob his impiety and to Israel his sins.","Surely I will strengthen myself with the Spirit of the Lord, and of judgment, and of power, to declare to Jacob his transgressions, and to Israel his sins.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Micah 4:2,Micah,4,2,high,17,1,1,0,0,,13,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, law, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, law, lord; crossref_top_vote=13; reco=keep","And many nations will go and say, Come, let us go up to the mountain of the Lord and to the house of God of Jacob, and they will show us his way and we will walk in his paths, because law will go out from Zion and the word of the Lord from Jerusalem.","And many nations shall go, and say, Come, let us go up to the mountain of the Lord, and to the house of the God of Jacob; and they shall shew us his way, and we will walk in his paths: for out of Sion shall go forth a law, and the word of the Lord from Jerusalem.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ruth 1:8,Ruth,1,8,high,17,1,1,0,0,,8,5,0,3,3,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"law, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=law, lord, mercy; crossref_top_vote=8; eng=fresh:3/brenton:0/mt:0; eng_reco=keep; reco=keep","And Naomi said to her daughters-in-law, Go now, return each to her mother's house. May the Lord deal with you in mercy, as you dealt with the dead and with me.","And Noemin said to her daughters-in-law, Go now, return each to the house of her mother: the Lord deal mercifully with you, as ye have dealt with the dead, and with me.",score>=12; importance=high; decisions=1; footnotes=1; eng=3; eng_reco=keep; reco=keep
Ruth 2:13,Ruth,2,13,high,17,1,1,0,0,,8,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"grace, lord, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=grace, lord, servant; crossref_top_vote=8; reco=keep","And she said, May I find favor in your eyes, lord, because you comforted me and because you spoke to the heart of your servant, and behold, I shall be as one of your maidservants.","And she said, Let me find grace in thy sight, my lord, because thou hast comforted me, and because thou hast spoken kindly to thy handmaid, and behold, I shall be as one of thy servants.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ruth 2:20,Ruth,2,20,high,17,1,1,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"law, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=law, lord, mercy; crossref_top_vote=7; reco=keep","And Naomi said to her daughter-in-law, Blessed is he by the Lord, because he did not forsake his mercy with the living and with the dead. And Naomi said to her, The man is near to us; he is from those redeeming us.","And Noemin said to her daughter-in-law, Blessed is he of the Lord, because he has not failed in his mercy with the living and with the dead: and Noemin said to her, The man is near akin to us, he is one of our relations.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ruth 3:10,Ruth,3,10,high,17,1,1,0,0,,9,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, mercy; crossref_top_vote=9; reco=keep","And he said, Blessed are you by the Lord God, daughter, because you made your latter mercy better than the first, by not going after young men, whether poor or rich.","And Booz said, Blessed be thou of the Lord God, my daughter, for thou hast made thy latter kindness greater than the former, in that thou followest not after young men, whether any be poor or rich.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ruth 4:12,Ruth,4,12,high,17,1,1,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, seed, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, seed, servant; crossref_top_vote=5; reco=keep","And may your house become like the house of Perez, whom Tamar bore to Judah, from the seed that the Lord will give you from this servant girl.","And let thy house be as the house of Phares, whom Thamar bore to Juda, of the seed which the Lord shall give thee of this handmaid.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Zechariah 7:12,Zechariah,7,12,high,17,1,1,0,0,,7,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"law, lord, spirit","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=law, lord, spirit; crossref_top_vote=7; reco=keep","And they set their hearts in disobedience so as not to hear my law and the words that the Lord Almighty sent by his Spirit through the former prophets, and great wrath came from the Lord Almighty.","And they made their heart disobedient, so as not to hearken to my law, and the words which the Lord Almighty sent forth by his Spirit by the former prophets: so there was great wrath from the Lord Almighty.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Zephaniah 3:17,Zephaniah,3,17,high,17,1,1,0,0,,93,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord; crossref_top_vote=93; reco=keep","The Lord your God is in you, mighty; he will save you; he will bring joy upon you and renew you in his love and rejoice over you in delight as on feast day.","The Lord thy God is in thee; the Mighty One shall save thee: he shall bring joy upon thee, and shall refresh thee with his love; and he shall rejoice over thee with delight as in a day of feasting.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ecclesiastes 11:9,Ecclesiastes,11,9,high,16,1,1,0,0,,45,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, judgment","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, judgment; crossref_top_vote=45; reco=keep","Rejoice, young man, in your youth, and let your heart do you good in the days of youth, and walk in the ways of your heart and in the sight of your eyes, and know that for all these God will bring you in judgment.","Rejoice, O young man, in thy youth; and let thy heart cheer thee in the days of thy youth, and walk in the ways of thy heart blameless, but not in the sight of thine eyes: yet know that for all these things God will bring thee into judgment.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ecclesiastes 2:26,Ecclesiastes,2,26,high,16,1,1,0,0,,43,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, spirit","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, spirit; crossref_top_vote=43; reco=keep","Because to the man who is good before him he gave wisdom and knowledge and gladness, but to the sinner he gave distraction, to add and to gather in order to give to one good before the face of God; because this too is vanity and choice of spirit.","For God has given to the man who is good in his sight, wisdom, and knowledge, and joy: but he has given to the sinner trouble, to add and to heap up, that he may give to him that is good before God; for this is also vanity and waywardness of spirit.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ecclesiastes 7:20,Ecclesiastes,7,20,high,16,1,1,0,0,,28,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"righteous, sin","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=righteous, sin; crossref_top_vote=28; reco=keep",Because there is not righteous man on earth who will do good and not sin.,"For there is not a righteous man in the earth, who will do good, and not sin.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Haggai 1:1,Haggai,1,1,high,16,1,1,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord, priest","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, lord, priest; crossref_top_vote=6; reco=keep","In the second year of Darius the king, in the sixth month, on the first day of the month, the word of the Lord came by the hand of Haggai the prophet, saying: Speak now to Zerubbabel son of Shealtiel from the tribe of Judah, and to Joshua son of Josedech, the high priest, saying,","In the second year of Darius the king, in the sixth month, on the first day of the month, the word of the Lord came by the hand of the prophet Aggæus, saying, Speak to Zorobabel the son of Salathiel, of the tribe of Juda, and to Jesus the son of Josedec, the high priest, saying,",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Haggai 1:12,Haggai,1,12,high,16,1,1,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, priest","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, priest; crossref_top_vote=7; reco=keep","Zerubbabel son of Shealtiel, from the tribe of Judah, and Joshua son of Josedech, the high priest, and all remnant of the people, listened to the voice of the Lord their God and to the words of Haggai prophet, because the Lord their God sent him to them, and people feared before the Lord.","And Zorobabel the son of Salathiel, of the tribe of Juda, and Jesus the son of Josedec, the high priest, and all the remnant of the people, hearkened to the voice of the Lord their God, and the words of the prophet Aggæus, according as the Lord their God had sent him to them, and the people feared before the Lord.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Job 1:8,Job,1,8,high,16,1,1,0,0,,12,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, servant; crossref_top_vote=12; reco=keep","And the Lord said to him, Did you set your mind against my servant Job, because there is no man like him on the earth, blameless, true, god-fearing, turning away from every evil thing?","And the Lord said to him, Hast thou diligently considered my servant Job, that there is none like him on the earth, a man blameless, true, godly, abstaining from everything evil?",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Job 42:17,Job,42,17,high,16,1,1,0,0,,11,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, lord, name; crossref_top_vote=11; reco=keep","And Job died old and full of days. And it is written that he will rise again with those whom the Lord raises up. This man, interpreted from the Syriac book, dwelt in the land of Uz on the borders of Idumaia and Arabia, and his former name was Jobab. Taking an Arabian wife, he fathered a son whose name was Ennon. And he himself was the son of Zerah, one of the sons of Esau, from his mother Bozrah, so as to be fifth from Abraham. And these were kings who reigned in Edom, over which he also first ruled: Balak son of Beor, and the name of his city was Dinhabah; after Balak, Jobab called Job; after him Husham, ruler from the country of Temanite; after him Hadad son of Bedad, who cut down Midian in the plain of Moab, and the name of his city was Gittaim. And friends coming to him were Eliphaz king of the sons of Esau from the Temanites, Bildad tyrant of the Sauchites, and Zophar king of the Naamathites.","And Job died, an old man and full of days:",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Jonah 1:9,Jonah,1,9,high,16,1,1,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, servant; crossref_top_vote=7; reco=keep","He said to them, I am servant of the Lord, and I worship the Lord God of heaven, who made sea and dry land.","And he said to them, I am a servant of the Lord; and I worship the Lord God of heaven, who made the sea, and the dry land.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Jonah 2:2,Jonah,2,2,high,16,1,1,0,0,,25,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord; crossref_top_vote=25; reco=keep",Jonah prayed to the Lord his God from the belly of sea-creature.,"And Jonas prayed to the Lord his God out of the belly of the whale,",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Jonah 2:8,Jonah,2,8,high,16,1,1,0,0,,13,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"holy, lord, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=holy, lord, soul; crossref_top_vote=13; reco=keep","When my soul was failing from me, I remembered Lord, and may my prayer come to you, into your holy temple.","When my soul was failing me, I remembered the Lord; and may my prayer come to thee into thy holy temple.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Lamentations 2:6,Lamentations,2,6,high,16,1,1,0,0,,5,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord, priest","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, lord, priest; crossref_top_vote=5; reco=keep",He scattered his tent like a vine. He destroyed his feast. The Lord forgot feast and sabbath in Zion and provoked in crash of his anger king and priest and ruler.,"Vau. And he has scattered his tabernacle as a vine, he has marred his feast: the Lord has forgotten the feast and the sabbath which he appointed in Sion, and in the fury of his wrath has vexed the king, and priest, and prince.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Lamentations 2:9,Lamentations,2,9,high,16,1,1,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, law, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, law, lord; crossref_top_vote=7; reco=keep","Her gates sank into the ground. He destroyed and broke her bars. Her king and her rulers are among the nations. There is no law, and even her prophets did not see a vision from the Lord.","Teth. Her gates are sunk into the ground: he has destroyed and broken to pieces her bars, and her king and her prince among the Gentiles: there is no law, nay, her prophets have seen no vision from the Lord.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Lamentations 3:25,Lamentations,3,25,high,16,1,1,0,0,,56,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, soul; crossref_top_vote=56; reco=keep","The Lord is good to those waiting for him, soul that seeks him, good.",Teth. The Lord is good to them that wait for him: the soul which shall seek him,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Lamentations 3:26,Lamentations,3,26,high,16,1,1,0,0,,35,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, salvation","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, salvation; crossref_top_vote=35; reco=keep",And he waits and is quiet for the salvation of the Lord.,"is good, and shall wait for, and quietly expect salvation of the Lord.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Nahum 1:14,Nahum,1,14,high,16,1,1,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, name; crossref_top_vote=6; reco=keep","And the Lord will command concerning you: your name will no longer be sown. From the house of your god I will destroy carved and cast images. I will make your grave, because you are vile.","And the Lord shall give a command concerning thee; there shall no more of thy name be scattered: I will utterly destroy the graven images out of the house of thy god, and the molten images: I will make thy grave; for they are swift.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ruth 2:12,Ruth,2,12,high,16,1,1,0,0,,29,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord; crossref_top_vote=29; reco=keep","May the Lord repay your work, and may your wage be full from the Lord God of Israel, under whose wings you came to trust.","The Lord recompense thy work: may a full reward be given thee of the Lord God of Israel, to whom thou hast come to trust under his wings.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Zephaniah 1:7,Zephaniah,1,7,high,16,1,1,0,0,,13,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, sacrifice","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, sacrifice; crossref_top_vote=13; reco=keep","Stand in awe before the Lord God, because the day of the Lord is near, because the Lord prepared his sacrifice; he consecrated his called ones.","Fear ye before the Lord God; for the day of the Lord is near; for the Lord has prepared his sacrifice, and has sanctified his guests.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Zephaniah 1:8,Zephaniah,1,8,high,16,1,1,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, lord, sacrifice","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, lord, sacrifice; crossref_top_vote=6; reco=keep",And it will be in the day of the Lord's sacrifice: I will take vengeance on the rulers and on the king's house and on all wearing foreign garments.,"And it shall come to pass in the day of the Lord's sacrifice, that I will take vengeance on the princes, and on the king's house, and upon all that wear strange apparel.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Zephaniah 3:4,Zephaniah,3,4,high,16,1,1,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"holy, law, spirit","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=holy, law, spirit; crossref_top_vote=6; reco=keep","Her prophets are spirit-borne men, contemptuous; her priests profane holy things and act impiously against law.","Her prophets are light and scornful men: her priests profane the holy things, and sinfully transgress the law.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Zephaniah 3:5,Zephaniah,3,5,high,16,1,1,0,0,,11,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"judgment, lord, righteous","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=judgment, lord, righteous; crossref_top_vote=11; reco=keep","But the Lord is righteous in her midst and will certainly not do injustice. Morning by morning he gives his judgment to the light; it does not fail, but unjust one knows no shame.","But the just Lord is in the midst of her, and he will never do an unjust thing: morning by morning he will bring out his judgment to the light, and it is not hidden, and he knows not injustice by extortion, nor injustice in strife.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Esther 1:13,Esther,1,13,high,15,1,1,0,0,,6,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"judgment, law","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=judgment, law; crossref_top_vote=6; reco=keep","And he said to his friends, Thus Vashti has spoken. So make law and judgment concerning this.",,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Esther 1:20,Esther,1,20,high,15,1,1,0,0,,6,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, law","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, law; crossref_top_vote=6; reco=keep","And let the law which the king makes be heard in his kingdom, and thus all women will give honor to their husbands, from poor to rich.",,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Esther 4:11,Esther,4,11,high,15,1,1,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"king, salvation","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=king, salvation; crossref_top_vote=7; reco=keep","all nations of the kingdom know that every man or woman who enters to the king in the inner court uncalled has no salvation, except the one to whom the king stretches out the golden scepter, that one will be saved. And I have not been called to go in to the king these thirty days.",,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
