ref,book_code,book_name,chapter,verse,review_status,importance,priority_score,themes,keyword_hits,same_normalized,tr_literal_translation,ukjv_translation,review_notes,reasons,decision
Luke 22:54,LUK,Luke,22,54,needs_focused_tr_review,high,10,,,yes,"Then took they him, and led him, and brought him into the high priest's house. And Peter followed far off.","Then took they him, and led him, and brought him into the high priest's house. And Peter followed far off.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:57,LUK,Luke,22,57,needs_focused_tr_review,high,10,,,yes,"And he denied him, saying, Woman, I know him not.","And he denied him, saying, Woman, I know him not.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:58,LUK,Luke,22,58,needs_focused_tr_review,high,10,,,yes,"And after a little while another saw him, and said, You are also of them. And Peter said, Man, I am not.","And after a little while another saw him, and said, You are also of them. And Peter said, Man, I am not.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:59,LUK,Luke,22,59,needs_focused_tr_review,high,10,,,yes,"And about the space of one hour after another confidently affirmed, saying, Truthfully this fellow also was with him: for he is a Galilaean.","And about the space of one hour after another confidently affirmed, saying, Truthfully this fellow also was with him: for he is a Galilaean.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:60,LUK,Luke,22,60,needs_focused_tr_review,high,10,,,yes,"And Peter said, Man, I know not what you says. And immediately, while he yet spoke, the cock crew.","And Peter said, Man, I know not what you says. And immediately, while he yet spoke, the cock crew.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:62,LUK,Luke,22,62,needs_focused_tr_review,high,10,,,yes,"And Peter went out, and wept bitterly.","And Peter went out, and wept bitterly.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:64,LUK,Luke,22,64,needs_focused_tr_review,high,10,,,yes,"And when they had blindfolded him, they struck him on the face, and asked him, saying, Prophesy, who is it that stroke you?","And when they had blindfolded him, they struck him on the face, and asked him, saying, Prophesy, who is it that stroke you?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:65,LUK,Luke,22,65,needs_focused_tr_review,high,10,,,yes,And many other things blasphemously spoke they against him.,And many other things blasphemously spoke they against him.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:66,LUK,Luke,22,66,needs_focused_tr_review,high,10,,,yes,"And as soon as it was day, the elders of the people and the chief priests and the scribes came together, and led him into their council, saying,","And as soon as it was day, the elders of the people and the chief priests and the scribes came together, and led him into their council, saying,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 22:67,LUK,Luke,22,67,tr_literal_pass1,medium,10,christology; soteriology,christology:christ; soteriology:believe,no,"Are you the Christ? tell us. And he said to them, If I tell you, you will not believe:","Are you the Christ? tell us. And he said unto them, If I tell you, all of you will not believe:",modernized archaic directional unto; removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Luke 22:70,LUK,Luke,22,70,tr_literal_pass1,medium,10,christology; textual_literal,christology:son of god; textual_literal:son,no,"Then said they all, Are you then the Son of God? And he said to them, You say that I am.","Then said they all, Are you then the Son of God? And he said unto them, All of you say that I am.",modernized archaic directional unto; removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Luke 22:71,LUK,Luke,22,71,needs_focused_tr_review,high,10,,,yes,"And they said, What need we any further witness? for we ourselves have heard of his own mouth.","And they said, What need we any further witness? for we ourselves have heard of his own mouth.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:4,LUK,Luke,23,4,needs_focused_tr_review,high,10,,,yes,"Then said Pilate to the chief priests and to the people, I find no fault in this man.","Then said Pilate to the chief priests and to the people, I find no fault in this man.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:5,LUK,Luke,23,5,needs_focused_tr_review,high,10,,,yes,"And they were the more fierce, saying, He stirs up the people, teaching throughout all Jewry, beginning from Galilee to this place.","And they were the more fierce, saying, He stirs up the people, teaching throughout all Jewry, beginning from Galilee to this place.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:6,LUK,Luke,23,6,needs_focused_tr_review,high,10,,,yes,"When Pilate heard of Galilee, he asked whether the man were a Galilaean.","When Pilate heard of Galilee, he asked whether the man were a Galilaean.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:10,LUK,Luke,23,10,needs_focused_tr_review,high,10,,,yes,And the chief priests and scribes stood and vehemently accused him.,And the chief priests and scribes stood and vehemently accused him.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:11,LUK,Luke,23,11,needs_focused_tr_review,high,10,,,yes,"And Herod with his men of war set him at nothing, and mocked him, and arrayed him in a gorgeous robe, and sent him again to Pilate.","And Herod with his men of war set him at nothing, and mocked him, and arrayed him in a gorgeous robe, and sent him again to Pilate.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:12,LUK,Luke,23,12,needs_focused_tr_review,high,10,,,yes,And the same day Pilate and Herod were made friends together: for before they were at enmity between themselves.,And the same day Pilate and Herod were made friends together: for before they were at enmity between themselves.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:13,LUK,Luke,23,13,needs_focused_tr_review,high,10,,,yes,"And Pilate, when he had called together the chief priests and the rulers and the people,","And Pilate, when he had called together the chief priests and the rulers and the people,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:16,LUK,Luke,23,16,needs_focused_tr_review,high,10,,,yes,"I will therefore chastise him, and release him.","I will therefore chastise him, and release him.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:19,LUK,Luke,23,19,needs_focused_tr_review,high,10,,,yes,"(Who for a certain sedition made in the city, and for murder, was cast into prison.)","(Who for a certain sedition made in the city, and for murder, was cast into prison.)",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:21,LUK,Luke,23,21,needs_focused_tr_review,high,10,,,yes,"But they cried, saying, Crucify him, crucify him.","But they cried, saying, Crucify him, crucify him.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:23,LUK,Luke,23,23,needs_focused_tr_review,high,10,,,yes,"And they were instant with loud voices, requiring that he might be crucified. And the voices of them and of the chief priests prevailed.","And they were instant with loud voices, requiring that he might be crucified. And the voices of them and of the chief priests prevailed.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:24,LUK,Luke,23,24,needs_focused_tr_review,high,10,,,yes,And Pilate gave sentence that it should be as they required.,And Pilate gave sentence that it should be as they required.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:27,LUK,Luke,23,27,needs_focused_tr_review,high,10,,,yes,"And there followed him a great company of people, and of women, which also bewailed and lamented him.","And there followed him a great company of people, and of women, which also bewailed and lamented him.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:30,LUK,Luke,23,30,needs_focused_tr_review,high,10,,,yes,"Then shall they begin to say to the mountains, Fall on us; and to the hills, Cover us.","Then shall they begin to say to the mountains, Fall on us; and to the hills, Cover us.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:31,LUK,Luke,23,31,needs_focused_tr_review,high,10,,,yes,"For if they do these things in a green tree, what shall be done in the dry?","For if they do these things in a green tree, what shall be done in the dry?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:34,LUK,Luke,23,34,tr_literal_pass1,medium,10,christology; soteriology,christology:jesus; soteriology:forgive,no,"Then said Jesus, Father, forgive them; for they know not what they do. And they parted his clothing, and cast lots.","Then said Jesus, Father, forgive them; for they know not what they do. And they parted his raiment, and cast lots.",modernized raiment,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Luke 23:36,LUK,Luke,23,36,needs_focused_tr_review,high,10,,,yes,"And the soldiers also mocked him, coming to him, and offering him vinegar,","And the soldiers also mocked him, coming to him, and offering him vinegar,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:40,LUK,Luke,23,40,needs_focused_tr_review,high,10,,,yes,"But the other answering rebuked him, saying, Do not you fear God, seeing you are in the same condemnation?","But the other answering rebuked him, saying, Do not you fear God, seeing you are in the same condemnation?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:41,LUK,Luke,23,41,needs_focused_tr_review,high,10,,,yes,And we indeed justly; for we receive the due reward of our deeds: but this man has done nothing amiss.,And we indeed justly; for we receive the due reward of our deeds: but this man has done nothing amiss.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:44,LUK,Luke,23,44,needs_focused_tr_review,high,10,,,yes,"And it was about the sixth hour, and there was a darkness over all the earth until the ninth hour.","And it was about the sixth hour, and there was a darkness over all the earth until the ninth hour.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:45,LUK,Luke,23,45,needs_focused_tr_review,high,10,,,yes,"And the sun was darkened, and the veil of the temple was rent in the midst.","And the sun was darkened, and the veil of the temple was rent in the midst.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:46,LUK,Luke,23,46,tr_literal_pass1,medium,10,christology; spirit_church,christology:jesus; spirit_church:spirit,no,"And when Jesus had cried with a loud voice, he said, Father, into your hands I commend my spirit: and having said thus, he gave up the spirit.","And when Jesus had cried with a loud voice, he said, Father, into your hands I commend my spirit: (o. pneuma) and having said thus, he gave up the spirit.",removed UKJV inline Strong-style lexical marker,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Luke 23:48,LUK,Luke,23,48,needs_focused_tr_review,high,10,,,yes,"And all the people that came together to that sight, beholding the things which were done, stroke their breasts, and returned.","And all the people that came together to that sight, beholding the things which were done, stroke their breasts, and returned.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:49,LUK,Luke,23,49,needs_focused_tr_review,high,10,,,yes,"And all his acquaintance, and the women that followed him from Galilee, stood far off, beholding these things.","And all his acquaintance, and the women that followed him from Galilee, stood far off, beholding these things.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:51,LUK,Luke,23,51,needs_focused_tr_review,high,10,,,yes,"(The same had not consented to the counsel and deed of them;) he was of Arimathaea, a city of the Jews: who also himself waited for the kingdom of God.","(The same had not consented to the counsel and deed of them;) he was of Arimathaea, a city of the Jews: who also himself waited for the kingdom of God.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 23:52,LUK,Luke,23,52,tr_literal_pass1,medium,10,anthropology_ethics; christology,anthropology_ethics:body; christology:jesus,no,"This man went to Pilate, and begged the body of Jesus.","This man went unto Pilate, and begged the body of Jesus.",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Luke 23:54,LUK,Luke,23,54,needs_focused_tr_review,high,10,,,yes,"And that day was the preparation, and the sabbath drew on.","And that day was the preparation, and the sabbath drew on.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:2,LUK,Luke,24,2,needs_focused_tr_review,high,10,,,yes,And they found the stone rolled away from the tomb.,And they found the stone rolled away from the tomb.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:14,LUK,Luke,24,14,needs_focused_tr_review,high,10,,,yes,And they talked together of all these things which had happened.,And they talked together of all these things which had happened.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:16,LUK,Luke,24,16,needs_focused_tr_review,high,10,,,yes,But their eyes were held that they should not know him.,But their eyes were held that they should not know him.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:24,LUK,Luke,24,24,needs_focused_tr_review,high,10,,,yes,"And certain of them which were with us went to the tomb, and found it even so as the women had said: but him they saw not.","And certain of them which were with us went to the tomb, and found it even so as the women had said: but him they saw not.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:25,LUK,Luke,24,25,tr_literal_pass1,medium,10,anthropology_ethics; soteriology,anthropology_ethics:heart; soteriology:believe,no,"Then he said to them, O fools, and slow of heart to believe all that the prophets have spoken:","Then he said unto them, O fools, and slow of heart to believe all that the prophets have spoken:",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Luke 24:29,LUK,Luke,24,29,needs_focused_tr_review,high,10,,,yes,"But they constrained him, saying, Abide with us: for it is toward evening, and the day is far spent. And he went in to tarry with them.","But they constrained him, saying, Abide with us: for it is toward evening, and the day is far spent. And he went in to tarry with them.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:31,LUK,Luke,24,31,needs_focused_tr_review,high,10,,,yes,"And their eyes were opened, and they knew him; and he vanished out of their sight.","And their eyes were opened, and they knew him; and he vanished out of their sight.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:35,LUK,Luke,24,35,needs_focused_tr_review,high,10,,,yes,"And they told what things were done in the way, and how he was known of them in breaking of bread.","And they told what things were done in the way, and how he was known of them in breaking of bread.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:36,LUK,Luke,24,36,tr_literal_pass1,medium,10,anthropology_ethics; christology,anthropology_ethics:peace; christology:jesus,no,"And as they thus spoke, Jesus himself stood in the midst of them, and says to them, Peace be to you.","And as they thus spoke, Jesus himself stood in the midst of them, and says unto them, Peace be unto you.",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Luke 24:39,LUK,Luke,24,39,tr_literal_pass1,medium,10,anthropology_ethics; spirit_church,anthropology_ethics:flesh; spirit_church:spirit,no,"Look my hands and my feet, that it is I myself: handle me, and see; for a spirit has not flesh and bones, as you see me have.","Behold my hands and my feet, that it is I myself: handle me, and see; for a spirit (o. pneuma) has not flesh and bones, as all of you see me have.",modernized behold; removed UKJV inline Strong-style lexical marker; removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Luke 24:40,LUK,Luke,24,40,needs_focused_tr_review,high,10,,,yes,"And when he had thus spoken, he showed them his hands and his feet.","And when he had thus spoken, he showed them his hands and his feet.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:42,LUK,Luke,24,42,needs_focused_tr_review,high,10,,,yes,"And they gave him a piece of a broiled fish, and of an honeycomb.","And they gave him a piece of a broiled fish, and of an honeycomb.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:43,LUK,Luke,24,43,needs_focused_tr_review,high,10,,,yes,"And he took it, and did eat before them.","And he took it, and did eat before them.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:45,LUK,Luke,24,45,needs_focused_tr_review,high,10,,,yes,"Then opened he their understanding, that they might understand the scriptures,","Then opened he their understanding, that they might understand the scriptures,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:50,LUK,Luke,24,50,needs_focused_tr_review,high,10,,,yes,"And he led them out as far as to Bethany, and he lifted up his hands, and blessed them.","And he led them out as far as to Bethany, and he lifted up his hands, and blessed them.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Luke 24:52,LUK,Luke,24,52,needs_focused_tr_review,high,10,,,yes,"And they worshipped him, and returned to Jerusalem with great joy:","And they worshipped him, and returned to Jerusalem with great joy:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 1:16,MAT,Matthew,1,16,tr_literal_pass1,medium,10,christology,christology:christ; christology:jesus,no,"And Jacob fathered Joseph the husband of Mary, of whom was born Jesus, who is called Christ.","And Jacob brings forth Joseph the husband of Mary, of whom was born Jesus, who is called Christ.",aligned gennao with fathered; rendered general brings-forth as produces,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 2:1,MAT,Matthew,2,1,tr_literal_pass1,medium,10,christology,christology:jesus; christology:king,no,"Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, look, there came wise men from the east to Jerusalem,","Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,",modernized behold,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 2:7,MAT,Matthew,2,7,needs_focused_tr_review,high,10,,,yes,"Then Herod, when he had privately called the wise men, enquired of them diligently what time the star appeared.","Then Herod, when he had privately called the wise men, enquired of them diligently what time the star appeared.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 2:10,MAT,Matthew,2,10,needs_focused_tr_review,high,10,,,yes,"When they saw the star, they rejoiced with exceeding great joy.","When they saw the star, they rejoiced with exceeding great joy.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 2:12,MAT,Matthew,2,12,needs_focused_tr_review,high,10,,,yes,"And being warned of God in a dream that they should not return to Herod, they departed into their own country another way.","And being warned of God in a dream that they should not return to Herod, they departed into their own country another way.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 2:14,MAT,Matthew,2,14,needs_focused_tr_review,high,10,,,yes,"When he arose, he took the young child and his mother by night, and departed into Egypt:","When he arose, he took the young child and his mother by night, and departed into Egypt:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 2:18,MAT,Matthew,2,18,needs_focused_tr_review,high,10,,,yes,"In Rama was there a voice heard, lamentation, and weeping, and great mourning, Rachel weeping for her children, and would not be comforted, because they are not.","In Rama was there a voice heard, lamentation, and weeping, and great mourning, Rachel weeping for her children, and would not be comforted, because they are not.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 2:23,MAT,Matthew,2,23,needs_focused_tr_review,high,10,,,yes,"And he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene.","And he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 3:1,MAT,Matthew,3,1,needs_focused_tr_review,high,10,,,yes,"In those days came John the Baptist, preaching in the wilderness of Judaea,","In those days came John the Baptist, preaching in the wilderness of Judaea,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 3:5,MAT,Matthew,3,5,needs_focused_tr_review,high,10,,,yes,"Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,","Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 3:6,MAT,Matthew,3,6,needs_focused_tr_review,high,10,,,yes,"And were baptized of him in Jordan, confessing their sins.","And were baptized of him in Jordan, confessing their sins.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 3:7,MAT,Matthew,3,7,tr_literal_pass1,medium,10,judgment_afterlife; spirit_church,judgment_afterlife:wrath; spirit_church:baptism,no,"But when he saw many of the Pharisees and Sadducees come to his baptism, he said to them, O generation of vipers, who has warned you to flee from the wrath to come?","But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who has warned you to flee from the wrath to come?",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 3:8,MAT,Matthew,3,8,needs_focused_tr_review,high,10,,,yes,Bring forth therefore fruits meet for repentance:,Bring forth therefore fruits meet for repentance:,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 3:14,MAT,Matthew,3,14,needs_focused_tr_review,high,10,,,yes,"But John forbad him, saying, I have need to be baptized of you, and come you to me?","But John forbad him, saying, I have need to be baptized of you, and come you to me?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 3:15,MAT,Matthew,3,15,tr_literal_pass1,medium,10,christology; soteriology,christology:jesus; soteriology:righteousness,no,"And Jesus answering said to him, Suffer it to be so now: for thus it becomes us to fulfill all righteousness. Then he suffered him.","And Jesus answering said unto him, Suffer it to be so now: for thus it becomes us to fulfill all righteousness. Then he suffered him.",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 3:16,MAT,Matthew,3,16,tr_literal_pass1,medium,10,christology; spirit_church,christology:jesus; spirit_church:spirit,no,"And Jesus, when he was baptized, went up immediately out of the water: and, look, the heavens were opened to him, and he saw the Spirit of God descending like a dove, and lighting upon him:","And Jesus, when he was baptized, went up immediately out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit (o. pneuma) of God descending like a dove, and lighting upon him:",modernized archaic directional unto; modernized lo; removed UKJV inline Strong-style lexical marker,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 4:6,MAT,Matthew,4,6,tr_literal_pass1,medium,10,christology; textual_literal,christology:son of god; textual_literal:son,no,"And says to him, If you be the Son of God, cast yourself down: for it is written, He shall give his angels charge concerning you: and in their hands they shall bear you up, lest at any time you dash your foot against a stone.","And says unto him, If you be the Son of God, cast yourself down: for it is written, He shall give his angels charge concerning you: and in their hands they shall bear you up, lest at any time you dash your foot against a stone.",modernized archaic directional unto,TR draft differs from UKJV witness; status:tr_literal_pass1; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Matthew 4:15,MAT,Matthew,4,15,needs_focused_tr_review,high,10,,,yes,"The land of Zabulon, and the land of Nephthalim, by the way of the sea, beyond Jordan, Galilee of the Gentiles;","The land of Zabulon, and the land of Nephthalim, by the way of the sea, beyond Jordan, Galilee of the Gentiles;",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 4:20,MAT,Matthew,4,20,needs_focused_tr_review,high,10,,,yes,"And they immediately left their nets, and followed him.","And they immediately left their nets, and followed him.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 4:24,MAT,Matthew,4,24,tr_literal_pass1,medium,10,,,no,"And his fame went throughout all Syria: and they brought to him all sick people that were taken with various diseases and torments, and those which were demonized, and those which were moonstruck, and those that had the paralysis; and he healed them.","And his fame went throughout all Syria: and they brought unto him all sick people that were taken with divers diseases and torments, and those which were possessed with devils, and those which were lunatic, and those that had the palsy; and he healed them.",literalized seleniazomai; modernized archaic directional unto; modernized divers; modernized palsy; rendered daimonizomai as demonized,TR draft differs from UKJV witness; status:tr_literal_pass1; rendered daimonizomai as demonized,"check TR literal choice against Greek, then keep or adjust"
Matthew 5:2,MAT,Matthew,5,2,needs_focused_tr_review,high,10,,,yes,"And he opened his mouth, and taught them, saying,","And he opened his mouth, and taught them, saying,",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 5:5,MAT,Matthew,5,5,needs_focused_tr_review,high,10,,,yes,Blessed are the meek: for they shall inherit the earth.,Blessed are the meek: for they shall inherit the earth.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 5:12,MAT,Matthew,5,12,needs_focused_tr_review,high,10,,,yes,"Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you.","Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 5:16,MAT,Matthew,5,16,needs_focused_tr_review,high,10,,,yes,"Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven.","Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 5:23,MAT,Matthew,5,23,needs_focused_tr_review,high,10,,,yes,"Therefore if you bring your gift to the altar, and there remember that your brother has ought against you;","Therefore if you bring your gift to the altar, and there remember that your brother has ought against you;",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 5:24,MAT,Matthew,5,24,needs_focused_tr_review,high,10,,,yes,"Leave there your gift before the altar, and go your way; first be reconciled to your brother, and then come and offer your gift.","Leave there your gift before the altar, and go your way; first be reconciled to your brother, and then come and offer your gift.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 5:36,MAT,Matthew,5,36,needs_focused_tr_review,high,10,,,yes,"Neither shall you swear by your head, because you can not make one hair white or black.","Neither shall you swear by your head, because you can not make one hair white or black.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 6:3,MAT,Matthew,6,3,needs_focused_tr_review,high,10,,,yes,"But when you do alms, let not your left hand know what your right hand does:","But when you do alms, let not your left hand know what your right hand does:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 6:4,MAT,Matthew,6,4,needs_focused_tr_review,high,10,,,yes,That yours alms may be in secret: and your Father which sees in secret himself shall reward you openly.,That yours alms may be in secret: and your Father which sees in secret himself shall reward you openly.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
Matthew 6:6,MAT,Matthew,6,6,needs_focused_tr_review,high,10,,,yes,"But you, when you pray, enter into your closet, and when you have shut your door, pray to your Father which is in secret; and your Father which sees in secret shall reward you openly.","But you, when you pray, enter into your closet, and when you have shut your door, pray to your Father which is in secret; and your Father which sees in secret shall reward you openly.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review,review Greek; UKJV witness not enough
