ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation
Jeremiah 9:23,Jeremiah,9,23,low,13,0,0,0,0,,57,4,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"judgment, lord, mercy, righteousness","importance=low; keywords=judgment, lord, mercy, righteousness; crossref_top_vote=57; eng_reco=keep; reco=keep","but in this let the one boasting boast: to understand and know that I am the Lord, doing mercy and judgment and righteousness on the earth, because in these is my will, says the Lord.",
Jeremiah 14:9,Jeremiah,14,9,medium,14,0,0,2,3,"Acts 15:17, James 2:7",5,1,1,0,0,0,0,0,0,,,6,1,3,2,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"lord, name","importance=medium; keywords=lord, name; nt=Acts 15:17, James 2:7; crossref_top_vote=5; crossref_shared_family=1; nt_eng=support:1/soften:3/mixed:2; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","Do not be like sleeping man or like man unable to save. And you are in us, Lord, and your name is called upon us; do not forget us.",
Jeremiah 15:16,Jeremiah,15,16,low,15,0,0,2,3,"Acts 15:17, James 2:7",549,1,0,0,0,0,0,0,0,,,6,1,3,2,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"lord, name","importance=low; keywords=lord, name; nt=Acts 15:17, James 2:7; crossref_top_vote=549; nt_eng=support:1/soften:3/mixed:2; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","By those rejecting your words, consume them. And your word will be to me joy and gladness of my heart, because your name is called upon me, Lord Almighty.",
Jeremiah 23:5,Jeremiah,23,5,low,14,0,0,0,0,,23,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"judgment, king, lord, righteous, righteousness","importance=low; keywords=judgment, king, lord, righteous, righteousness; crossref_top_vote=23","Behold, days come, says Lord, and I will raise up for David a righteous dawning, and a king will reign and understand and do judgment and righteousness upon earth.",
Lamentations 1:15,Lamentations,1,15,medium,8,0,0,0,0,,5,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, virgin","importance=medium; keywords=lord, virgin; crossref_top_vote=5",Lord took away all my mighty ones from midst of me. He called time against me to crush my chosen ones. Lord trod winepress for virgin daughter Judah. Over these things I weep.,
Lamentations 2:1,Lamentations,2,1,low,7,0,0,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, lord","importance=low; keywords=glory, lord; crossref_top_vote=5",How Lord darkened daughter Zion in his anger. He cast down from heaven to earth glory of Israel and did not remember footstool of his feet in day of his anger.,
Lamentations 2:6,Lamentations,2,6,low,8,0,0,0,0,,5,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, priest","importance=low; keywords=king, lord, priest; crossref_top_vote=5",He scattered his tent like a vine. He destroyed his feast. Lord forgot in Zion feast and sabbath and provoked in crash of his anger king and priest and ruler.,
Lamentations 2:9,Lamentations,2,9,low,8,0,0,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, law, lord","importance=low; keywords=king, law, lord; crossref_top_vote=7","Her gates sank into the ground. He destroyed and broke her bars. Her king and her rulers are among the nations. There is no law, and even her prophets did not see a vision from the Lord.",
Lamentations 3:25,Lamentations,3,25,medium,9,0,0,0,0,,56,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, soul","importance=medium; keywords=lord, soul; crossref_top_vote=56","Lord good to those waiting for him, soul that seeks him, good.",
Lamentations 3:26,Lamentations,3,26,low,8,0,0,0,0,,35,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, salvation","importance=low; keywords=lord, salvation; crossref_top_vote=35",And he waits and is quiet for salvation of Lord.,
Ezekiel 18:20,Ezekiel,18,20,medium,11,0,0,0,0,,39,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"righteous, righteousness, soul","importance=medium; keywords=righteous, righteousness, soul; crossref_top_vote=39","And soul sinning will die, but son will not bear injustice of his father, nor father bear injustice of his son. Righteousness of righteous one will be upon him, and lawlessness of lawless one will be upon him.",
Ezekiel 20:39,Ezekiel,20,39,low,11,0,0,0,0,,3,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, lord, name","importance=low; keywords=god, holy, lord, name; crossref_top_vote=3","And you, house of Israel, thus says Lord God: Each one, cast away his practices, and after these things, if you do not listen to me, you will no longer profane my holy name with your gifts and with your practices.",
Ezekiel 39:25,Ezekiel,39,25,low,12,0,0,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, lord, mercy, name","importance=low; keywords=god, holy, lord, mercy, name; crossref_top_vote=6",Therefore thus says Lord God: Now I will turn back captivity of Jacob and have mercy on house of Israel and be jealous for my holy name.,
Ezekiel 43:19,Ezekiel,43,19,low,11,0,0,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, seed, sin","importance=low; keywords=god, lord, seed, sin; crossref_top_vote=5","And you will give to the Levitical priests, from seed of Zadok, those drawing near to me to minister to me, says Lord God, a young bull from the herd for sin.",
Ezekiel 44:15,Ezekiel,44,15,low,11,0,0,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, lord, sacrifice","importance=low; keywords=god, holy, lord, sacrifice; crossref_top_vote=5","But the Levitical priests, sons of Zadok, who kept the charges of my holy things when the house of Israel went astray from me, they will come near me to minister to me and stand before me to offer me sacrifice, fat and blood, says Lord God.",
Ezekiel 45:9,Ezekiel,45,9,low,11,0,0,0,0,,6,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, judgment, lord, righteousness","importance=low; keywords=god, judgment, lord, righteousness; crossref_top_vote=6","Thus says Lord God: Enough for you, rulers of Israel. Remove injustice and misery; do judgment and righteousness; remove oppression from my people, says Lord God.",
Daniel 3:28,Daniel,3,28,medium,12,0,0,0,0,,14,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"angel, god, king, lord","importance=medium; keywords=angel, god, king, lord; crossref_top_vote=14","And king Nebuchadnezzar answered and said, Blessed is Lord God of Shadrach, Meshach, and Abednego, who sent his angel and saved his servants who hoped in him. For they set aside command of the king and gave their bodies over to burning so that they would not serve or worship another god except their own God.",
Daniel 4:22,Daniel,4,22,medium,12,0,0,0,0,,4,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"being, god, holy, king","importance=medium; keywords=being, god, holy, king; crossref_top_vote=4","And as for that tree being lifted up and coming near heaven and its trunk touching clouds, you, king, were exalted above all humans on face of whole earth. Your heart was lifted up in pride, and in strength your works were shown against the Holy One and his angels, because you laid waste house of living God because of sins of his consecrated people.",
Daniel 4:33,Daniel,4,33,medium,12,0,0,0,0,,3,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, king, lord, soul","importance=medium; keywords=god, king, lord, soul; crossref_top_vote=3","By morning all these things will be completed upon you, Nebuchadnezzar king of Babylon, and none of them will fail. I, Nebuchadnezzar king of Babylon, was bound for seven years; they fed me grass like an ox, and I ate from herbs of the earth. And after seven years I gave my soul to prayer and begged concerning my sins before Lord God of heaven, and concerning my ignorances I prayed to God of gods, the great one. And my hair became like eagle feathers, and my nails like those of a lion. My flesh was changed, and my heart; I walked naked among beasts of the earth. I saw a dream, and thoughts seized me, and after a time much sleep took me and drowsiness fell upon me.",
Daniel 4:34,Daniel,4,34,low,11,0,0,0,0,,9,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"angel, glory, god, holy","importance=low; keywords=angel, glory, god, holy; crossref_top_vote=9","And at completion of the seven years, time of my release came, and my sins and my ignorances were filled up before God of heaven, and I prayed concerning my ignorances to God of gods, the great one, and behold, an angel called to me from heaven, saying, Nebuchadnezzar, serve God of heaven, the Holy One, and give glory to the Most High; kingdom of your nation is restored to you.",
Daniel 4:37,Daniel,4,37,medium,16,0,0,0,0,,16,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, king, lord, sacrifice, soul","importance=medium; keywords=god, holy, king, lord, sacrifice, soul; crossref_top_vote=16","I confess and praise the Most High, the one who made heaven and earth and seas and rivers and all in them. I confess and praise because he is God of gods and Lord of lords and King of kings, because he works signs and wonders and changes times and seasons, removing kingdom from kings and setting others in their place. From now on I will serve him, and fear of him has seized me, and I praise all his holy ones. Gods of nations have no power in themselves to turn kingdom of a king to another king, or to kill and make alive, or to do great and fearsome signs and wonders, or to change exceedingly great things, as God of heaven did in me and changed great things upon me. All days of my kingdom I will offer sacrifices concerning my soul to the Most High as sweet smell to the Lord, and I and my people and my nation and my lands under my authority will do what is pleasing before him. And whoever speaks against God of heaven, and whoever is caught speaking, I will condemn to death. King Nebuchadnezzar wrote a circular letter to all nations and lands and languages dwelling in all regions and generations: Praise Lord God of heaven and offer sacrifice and offering to him gloriously. I, king of kings, confess him gloriously, because this day he has done thus with me and seated me on my throne, and my authority and kingdom were restored to me. It seemed good to me to show you and your wise men that there is a God and his wonders are great. His kingdom is a kingdom forever, his authority from generations to generations. And he sent letters concerning all things that happened to him in his kingdom to all nations under his kingdom.",
Daniel 9:4,Daniel,9,4,medium,13,0,0,0,0,,26,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"covenant, god, lord, mercy","importance=medium; keywords=covenant, god, lord, mercy; crossref_top_vote=26","And I prayed to Lord God and confessed and said, Behold, Lord, you are the great God and the mighty and fearsome one, keeping covenant and mercy for those loving you and keeping your commands.",
Hosea 3:4,Hosea,3,4,medium,10,0,0,0,0,,6,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"altar, king, sacrifice","importance=medium; keywords=altar, king, sacrifice; crossref_top_vote=6",Because many days sons of Israel will sit without king and without ruler and without sacrifice and without altar and without priesthood and without manifestations.,
Hosea 4:1,Hosea,4,1,low,11,0,0,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, mercy, truth","importance=low; keywords=god, lord, mercy, truth; crossref_top_vote=7","Hear word of Lord, sons of Israel, because Lord has a case against inhabitants of the land, because there is no truth nor mercy nor knowledge of God upon the land.",
Hosea 4:6,Hosea,4,6,low,11,0,0,0,0,,84,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, law, priest","importance=low; keywords=god, law, priest; crossref_top_vote=84","My people became like those having no knowledge. Because you rejected knowledge, I also will reject you from serving as priest to me. And you forgot law of your God; I also will forget your children.",
Hosea 5:4,Hosea,5,4,medium,10,0,0,0,0,,7,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, spirit","importance=medium; keywords=god, lord, spirit; crossref_top_vote=7","They have not set their counsels toward returning to their God, because a spirit of whoredom is in them, and they did not know the Lord.",
Hosea 6:6,Hosea,6,6,low,11,0,0,0,0,,62,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, mercy, sacrifice","importance=low; keywords=god, mercy, sacrifice; crossref_top_vote=62","Because I want mercy and not sacrifice, and knowledge of God rather than burnt offerings.",
Hosea 13:4,Hosea,13,4,low,11,0,0,0,0,,13,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"created, god, lord, savior","importance=low; keywords=created, god, lord, savior; crossref_top_vote=13","But I am Lord your God, establishing heaven and creating earth, whose hands created all army of heaven, and I did not show them to you for you to go after them. And I brought you up from land of Egypt, and besides me you will know no god, and there is no savior except me.",
Joel 1:13,Joel,1,13,low,9,0,0,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"altar, god, sacrifice","importance=low; keywords=altar, god, sacrifice; crossref_top_vote=7","Gird yourselves and beat yourselves, priests; lament, those serving at altar. Enter, spend the night in sackcloth, those serving God, because sacrifice and drink offering have been kept back from house of your God.",
Joel 2:13,Joel,2,13,low,10,0,0,0,0,,29,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, mercy","importance=low; keywords=god, lord, mercy; crossref_top_vote=29","And tear your hearts and not your garments, and return to the Lord your God, because he is merciful and compassionate, long-suffering and rich in mercy and relenting over calamities.",
Joel 2:14,Joel,2,14,low,10,0,0,0,0,,11,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, repent, sacrifice","importance=low; keywords=god, lord, repent, sacrifice; crossref_top_vote=11","Who knows whether he will turn and repent and leave behind him blessing, sacrifice, and drink offering to the Lord our God?",
Joel 2:23,Joel,2,23,low,10,0,0,0,0,,49,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, righteousness","importance=low; keywords=god, lord, righteousness; crossref_top_vote=49","And children of Zion, rejoice and be glad in Lord your God, because he gave you foods in righteousness, and he will rain on you early and latter rain as before.",
Joel 2:26,Joel,2,26,low,9,0,0,0,0,,12,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, name","importance=low; keywords=god, lord, name; crossref_top_vote=12","And eating you will eat and be filled and praise name of Lord your God, who did wonders with you, and my people will never be put to shame forever.",
Joel 3:5,Joel,3,5,low,9,0,0,4,3,"Acts 2:21, Romans 10:13, 1 Corinthians 1:2, 2 Timothy 2:22",4,0,0,0,0,0,0,0,0,,,12,12,0,0,literal_support,keep,0,,,,,,,keep,"lord, name","importance=low; keywords=lord, name; nt=Acts 2:21, Romans 10:13, 1 Corinthians 1:2, 2 Timothy 2:22; crossref_top_vote=4; nt_eng=support:12/soften:0/mixed:0; nt_eng_reco=keep; nt_eng_flags=literal_support; reco=keep","And it will be that everyone who calls on name of Lord will be saved, because on mount Zion and in Jerusalem there will be survivors, as Lord said, and those bearing good news whom Lord has called.",
Amos 2:7,Amos,2,7,medium,10,0,0,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, name, servant","importance=medium; keywords=god, name, servant; crossref_top_vote=5","Those trampling heads of the poor into the dust of the earth and turning aside way of humble, and son and father were going in to same servant-girl so as to profane name of their God.",
Amos 3:7,Amos,3,7,low,9,0,0,0,0,,66,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord","importance=low; keywords=god, lord; crossref_top_vote=66",Because Lord God will never do a thing unless he reveals his discipline to his servants the prophets.,
Amos 4:13,Amos,4,13,medium,13,0,0,0,0,,16,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"anointed, god, lord, name, wind","importance=medium; keywords=anointed, god, lord, name, wind; crossref_top_vote=16","For, behold, I am he that strengthens the thunder and creates the wind and proclaims to humans his anointed one, forming the morning and the darkness and mounting on the high places of the earth; the Lord God Almighty is his name.",
Amos 5:15,Amos,5,15,low,11,0,0,0,0,,11,4,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, judgment, lord, mercy","importance=low; keywords=god, judgment, lord, mercy; crossref_top_vote=11","We hated evil things and loved good things, and restore judgment in gates, so that Lord God Almighty may show mercy to remnant of Joseph.",
Amos 9:1,Amos,9,1,medium,12,0,0,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"altar, being, lord, mercy","importance=medium; keywords=altar, being, lord, mercy; crossref_top_vote=5","I saw the Lord standing upon the altar, and he said, Strike upon the mercy-seat, and the foregates will be shaken; cut through into heads of all, and the remnant of them I will kill with sword. No one fleeing from them will flee away, and no one being rescued from them will be saved.",
Amos 9:12,Amos,9,12,low,15,0,0,2,3,"Acts 15:17, James 2:7",7,1,1,0,0,0,0,0,0,,,6,1,3,2,"literal_support, smoothing, translation_tradition",keep,0,,,,,,,keep,"god, lord, name","importance=low; keywords=god, lord, name; nt=Acts 15:17, James 2:7; crossref_top_vote=7; crossref_shared_family=1; nt_eng=support:1/soften:3/mixed:2; nt_eng_reco=keep; nt_eng_flags=literal_support, smoothing, translation_tradition; reco=keep","so that remnant of men and all nations upon whom my name was called upon them may seek, says Lord God who does these things.",
Obadiah 1:1,Obadiah,1,1,low,6,0,0,0,0,,8,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord","importance=low; keywords=god, lord; crossref_top_vote=8","Vision of Obadiah. Thus says Lord God to Idumea: I heard a report from Lord, and he sent a message to nations: Rise, and let us rise against her for war.",
Obadiah 1:7,Obadiah,1,7,low,5,0,0,0,0,,6,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,covenant,importance=low; keywords=covenant; crossref_top_vote=6,"To your borders they sent you away, all men of your covenant. Your peaceful men opposed you and prevailed against you. They set ambush under you; there is no understanding in them.",
Obadiah 1:8,Obadiah,1,8,low,5,0,0,0,0,,7,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,lord,importance=low; keywords=lord; crossref_top_vote=7,"In that day, says Lord, I will destroy wise men from Idumea and understanding from mount of Esau.",
Obadiah 1:15,Obadiah,1,15,low,5,0,0,0,0,,11,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,lord,importance=low; keywords=lord; crossref_top_vote=11,"Because day of Lord is near upon all nations. As you did, so it will be to you; your repayment will be returned on your head.",
Obadiah 1:16,Obadiah,1,16,low,5,0,0,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,holy,importance=low; keywords=holy; crossref_top_vote=5,"Because as you drank on my holy mountain, all nations will drink wine; they will drink and go down, and they will be as though not existing.",
Obadiah 1:17,Obadiah,1,17,low,7,0,0,0,0,,15,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"holy, salvation","importance=low; keywords=holy, salvation; crossref_top_vote=15","But on mount Zion there will be salvation, and it will be holy, and house of Jacob will inherit those who inherited them.",
Jonah 1:4,Jonah,1,4,medium,10,0,0,0,0,,10,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"being, lord, wind","importance=medium; keywords=being, lord, wind; crossref_top_vote=10","Lord stirred up a wind on sea, and a great surge happened on sea, and ship was in danger of being broken.",
Jonah 1:9,Jonah,1,9,low,8,0,0,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, servant","importance=low; keywords=god, lord, servant; crossref_top_vote=7","He said to them, I am servant of Lord, and I worship Lord God of heaven, who made sea and dry land.",
Jonah 1:14,Jonah,1,14,medium,8,0,0,0,0,,10,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, righteous","importance=medium; keywords=lord, righteous; crossref_top_vote=10","They cried to the Lord and said, By no means, Lord, let us not perish on account of the life of this man, and do not put righteous blood on us, because you, Lord, have done as you wished.",
Jonah 2:2,Jonah,2,2,low,8,0,0,0,0,,25,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord","importance=low; keywords=god, lord; crossref_top_vote=25",Jonah prayed to Lord his God from belly of sea-creature.,
Jonah 2:8,Jonah,2,8,medium,9,0,0,0,0,,13,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"holy, lord, soul","importance=medium; keywords=holy, lord, soul; crossref_top_vote=13","When my soul was failing from me, I remembered Lord, and may my prayer come to you, into your holy temple.",
Jonah 2:10,Jonah,2,10,low,9,0,0,0,0,,10,2,0,0,0,0,0,0,0,,,0,0,0,0,,,1,soteria-sacrifice-formula,AutoComplete.db WordSense; Bible Word Study; Factbook; recent history,lexical_support,salvation-shaped rendering,high,keep,keep,"lord, sacrifice, salvation","importance=low; keywords=lord, sacrifice, salvation; crossref_top_vote=10; logos=1; logos_reco=keep; logos_flags=lexical_support; logos_support=salvation-shaped rendering; reco=keep","But I, with a voice of praise and confession, will sacrifice to you. Whatever I vowed I will repay to you. Salvation belongs to the Lord.",
Micah 3:8,Micah,3,8,medium,10,0,0,0,0,,11,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"judgment, lord, spirit","importance=medium; keywords=judgment, lord, spirit; crossref_top_vote=11","But I am filled with strength by the Spirit of the Lord and with judgment and power, to declare to Jacob his impiety and to Israel his sins.",
Micah 4:2,Micah,4,2,medium,10,0,0,0,0,,13,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, law, lord","importance=medium; keywords=god, law, lord; crossref_top_vote=13","And many nations will go and say, Come, let us go up to mountain of Lord and to house of God of Jacob, and they will show us his way and we will walk in his paths, because law will go out from Zion and word of Lord from Jerusalem.",
Micah 5:3,Micah,5,3,low,13,0,0,0,0,,11,4,0,0,0,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"glory, god, lord, name, shepherd","importance=low; keywords=glory, god, lord, name, shepherd; crossref_top_vote=11; eng_reco=keep; reco=keep","And he will stand and see and shepherd his flock in strength of the Lord and in glory of the name of the Lord their God. They will remain, because now he will be made great to the ends of the earth.",
Micah 6:7,Micah,6,7,medium,11,0,0,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"firstborn, lord, sin, soul","importance=medium; keywords=firstborn, lord, sin, soul; crossref_top_vote=7","Will Lord accept thousands of rams or tens of thousands of torrents of fat? Shall I give my firstborn for impiety, fruit of my womb for sin of my soul?",
Micah 6:8,Micah,6,8,medium,15,0,0,0,0,,186,2,0,2,2,0,0,0,0,,keep,0,0,0,0,,,0,,,,,,,keep,"god, judgment, lord, mercy","importance=medium; keywords=god, judgment, lord, mercy; crossref_top_vote=186; eng=fresh:2/brenton:0/mt:0; eng_reco=keep; reco=keep","He told you, human, what is good, or what the Lord seeks from you: but to do judgment and love mercy and be ready to walk with the Lord your God.",
Micah 7:7,Micah,7,7,low,10,0,0,0,0,,45,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, savior","importance=low; keywords=god, lord, savior; crossref_top_vote=45",But I will look to Lord; I will wait for God my savior; my God will hear me.,
Nahum 1:2,Nahum,1,2,low,7,0,0,0,0,,9,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord","importance=low; keywords=god, lord; crossref_top_vote=9","God is jealous and avenging; the Lord avenges with wrath. The Lord avenges his adversaries, and he removes his enemies.",
Nahum 1:3,Nahum,1,3,medium,6,0,0,0,0,,16,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,lord,importance=medium; keywords=lord; crossref_top_vote=16,"The Lord is long-suffering, and great is his strength, and acquitting he will not acquit. The Lord's way is in destruction and in the whirlwind, and clouds are dust of his feet.",
Nahum 1:7,Nahum,1,7,low,7,0,0,0,0,,75,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,lord,importance=low; keywords=lord; crossref_top_vote=75,"Lord good to those waiting for him in day of distress, and knowing those revering him.",
Nahum 1:9,Nahum,1,9,low,6,0,0,0,0,,22,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,lord,importance=low; keywords=lord; crossref_top_vote=22,What do you plot against Lord? He himself will make an end; he will not take vengeance twice upon same thing in distress.,
Nahum 1:14,Nahum,1,14,medium,9,0,0,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, name","importance=medium; keywords=god, lord, name; crossref_top_vote=6","And the Lord will command concerning you: your name will no longer be sown. From house of your god I will destroy carved and cast images. I will make your grave, because you are vile.",
Nahum 3:5,Nahum,3,5,low,6,0,0,0,0,,8,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord","importance=low; keywords=god, lord; crossref_top_vote=8","Behold, I am against you, says Lord God Almighty, and I will uncover your backside to your face and show nations your shame and kingdoms your dishonor.",
Habakkuk 1:2,Habakkuk,1,2,medium,8,0,0,0,0,,9,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"being, lord","importance=medium; keywords=being, lord; crossref_top_vote=9","How long, Lord, will I cry out and you not hear? I will shout to you while being wronged, and you will not save.",
Habakkuk 1:12,Habakkuk,1,12,low,10,0,0,0,0,,10,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, holy, judgment, lord","importance=low; keywords=god, holy, judgment, lord; crossref_top_vote=10","Are you not from the beginning, Lord my God, my Holy One? And surely we shall not die. Lord, you appointed him for judgment, and he formed me to reprove his discipline.",
Habakkuk 2:4,Habakkuk,2,4,medium,12,0,0,0,0,,68,7,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"faith, righteous, soul","importance=medium; keywords=faith, righteous, soul; crossref_top_vote=68","If he should draw back, my soul has no pleasure in him; but the righteous one will live by my faith.",
Habakkuk 2:14,Habakkuk,2,14,low,9,0,0,0,0,,51,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"glory, lord","importance=low; keywords=glory, lord; crossref_top_vote=51",Because earth will be filled to know glory of Lord as water will cover them.,
Habakkuk 3:2,Habakkuk,3,2,medium,10,0,0,0,0,,28,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"lord, mercy, soul","importance=medium; keywords=lord, mercy, soul; crossref_top_vote=28","Lord, I heard your report and feared. I considered your works and was astonished. You will be known between the two living creatures; you will be acknowledged when the years draw near; you will be manifested when the time is come. When my soul is troubled, in wrath you will remember mercy.",
Habakkuk 3:18,Habakkuk,3,18,low,10,0,0,0,0,,33,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, savior","importance=low; keywords=god, lord, savior; crossref_top_vote=33",But I will exult in Lord; I will rejoice in God my savior.,
Zephaniah 1:7,Zephaniah,1,7,low,8,0,0,0,0,,13,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"god, lord, sacrifice","importance=low; keywords=god, lord, sacrifice; crossref_top_vote=13","Stand in awe before the Lord God, because day of the Lord is near, because the Lord prepared his sacrifice; he consecrated his called ones.",
Zephaniah 1:8,Zephaniah,1,8,low,8,0,0,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"king, lord, sacrifice","importance=low; keywords=king, lord, sacrifice; crossref_top_vote=6",And it will be in day of the Lord's sacrifice: I will take vengeance on the rulers and on the king's house and on all wearing foreign garments.,
Zephaniah 2:3,Zephaniah,2,3,low,9,0,0,0,0,,31,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"judgment, lord, righteousness","importance=low; keywords=judgment, lord, righteousness; crossref_top_vote=31","Seek Lord, all humble of earth, who have done his judgment. Seek righteousness; seek humility. It may be that you will be sheltered in day of Lord's wrath.",
Zephaniah 3:4,Zephaniah,3,4,medium,9,0,0,0,0,,6,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,,"holy, law, spirit","importance=medium; keywords=holy, law, spirit; crossref_top_vote=6","Her prophets are spirit-borne men, contemptuous; her priests profane holy things and act impiously against law.",
